Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,string,integer,float
O8KE5KV3Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 16:02:56,2003-09-12 16:02:56,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 02:03:04,,,,1.556
O8KE5KV4Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 16:04:19,2003-09-12 16:04:19,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 02:03:05,,,,1.556
O8KE5KV5Q,NONE,03 32 21.579,-27 50 51.34,1,2003-09-12 16:05:45,2003-09-12 16:05:45,0.300,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-13 02:03:15,,,,1.556
JCOI1B020,ANY,03 32 26.744,-27 51 48.32,4,2015-11-03 16:01:30,2015-11-03 17:41:52,678.000,ACS   ,WFC,F606W;CLEAR2L,5921.951,13779,2015-11-03 23:41:02,JCOI1B020,,,1.564
LD0W03EPQ,DARK,03 32 22.574,-27 50 54.48,0,2015-11-14 00:00:13,2015-11-14 00:22:23,1330.208,COS   ,N/A,N/A,0.000,14442,2015-11-14 02:53:26,LD0W03EPQ,,,1.566
LD0X0BEYQ,DARK,03 32 22.574,-27 50 54.48,0,2015-11-14 00:34:19,2015-11-14 00:56:29,1330.016,COS   ,N/A,N/A,0.000,14436,2015-11-14 02:55:49,LD0X0BEYQ,,,1.566
OD0T0REQQ,DARK,03 32 22.574,-27 50 54.48,0,2015-11-14 00:00:07,2015-11-14 00:18:27,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,14412,2015-11-14 02:49:32,OD0T0REQQ,,,1.566
OD0T0RERQ,DARK,03 32 22.574,-27 50 54.48,0,2015-11-14 00:19:11,2015-11-14 00:20:11,60.000,STIS  ,F28X50LP,MIRVIS,0.000,14412,2015-11-14 02:49:32,OD0T0RERQ,,,1.566
OD0T0RESQ,DARK,03 32 22.574,-27 50 54.48,0,2015-11-14 00:20:55,2015-11-14 00:21:55,60.000,STIS  ,F28X50LP,MIRVIS,0.000,14412,2015-11-14 02:49:32,OD0T0RESQ,,,1.566
OD0T0SEVQ,DARK,03 32 22.574,-27 50 54.48,0,2015-11-14 00:28:39,2015-11-14 00:46:59,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,14412,2015-11-14 02:49:58,OD0T0SEVQ,,,1.566
OD0T0SEWQ,DARK,03 32 22.574,-27 50 54.48,0,2015-11-14 00:47:43,2015-11-14 00:48:43,60.000,STIS  ,F28X50LP,MIRVIS,0.000,14412,2015-11-14 02:49:51,OD0T0SEWQ,,,1.566
OD0T0SEXQ,DARK,03 32 22.574,-27 50 54.48,0,2015-11-14 00:49:27,2015-11-14 00:50:27,60.000,STIS  ,F28X50LP,MIRVIS,0.000,14412,2015-11-14 02:49:58,OD0T0SEXQ,,,1.566
JCOI1C020,ANY,03 32 26.757,-27 51 48.43,4,2015-11-03 19:13:43,2015-11-03 20:52:48,678.000,ACS   ,WFC,F606W;CLEAR2L,5921.951,13779,2015-11-04 03:24:41,JCOI1C020,,,1.566
JCOI1A020,ANY,03 32 26.752,-27 51 48.15,4,2015-11-02 11:22:51,2015-11-02 13:03:14,678.000,ACS   ,WFC,F606W;CLEAR2L,5921.951,13779,2015-11-02 14:50:31,JCOI1A020,,,1.567
JCOI1B010,ANY,03 32 26.771,-27 51 48.76,4,2015-11-03 15:23:54,2015-11-03 17:33:34,4013.000,ACS   ,WFC,G800L;CLEAR2L,7471.380,13779,2015-11-03 19:05:02,JCOI1B010,,,1.567
OD0Z14010,BIAS,03 32 22.573,-27 50 54.34,0,2015-11-14 01:06:20,2015-11-14 01:18:49,0.000,STIS  ,F28X50LP,MIRVIS,0.000,14414,2015-11-14 02:52:36,OD0Z14010,,,1.568
OD0Z14020,BIAS,03 32 22.573,-27 50 54.34,0,2015-11-14 01:22:30,2015-11-14 01:23:58,0.000,STIS  ,F28X50LP,MIRVIS,0.000,14414,2015-11-14 02:52:22,OD0Z14020,,,1.568
OD0Z14030,BIAS,03 32 22.573,-27 50 54.34,0,2015-11-14 01:24:42,2015-11-14 01:25:29,0.000,STIS  ,F28X50LP,MIRVIS,0.000,14414,2015-11-14 02:52:19,,,,1.568
OD0Z14040,BIAS,03 32 22.573,-27 50 54.34,0,2015-11-14 01:26:16,2015-11-14 01:27:03,0.000,STIS  ,F28X50LP,MIRVIS,0.000,14414,2015-11-14 02:52:16,,,,1.568
LD0X0CF1Q,DARK,03 32 22.573,-27 50 54.34,0,2015-11-14 01:03:38,2015-11-14 01:25:48,1330.080,COS   ,N/A,N/A,0.000,14436,2015-11-14 02:56:20,LD0X0CF1Q,,,1.568
LD0X0DFVQ,DARK,03 32 22.573,-27 50 54.34,0,2015-11-14 01:32:57,2015-11-14 01:55:07,1330.080,COS   ,N/A,N/A,0.000,14436,2015-11-14 03:04:03,LD0X0DFVQ,,,1.568
JCOI1D020,ANY,03 32 26.765,-27 51 48.26,4,2015-11-11 13:20:46,2015-11-11 15:00:08,678.000,ACS   ,WFC,F606W;CLEAR2L,5921.951,13779,2015-11-11 16:57:38,JCOI1D020,,,1.569
JCOI1C010,ANY,03 32 26.784,-27 51 48.87,4,2015-11-03 18:36:07,2015-11-03 20:44:30,4013.000,ACS   ,WFC,G800L;CLEAR2L,7471.380,13779,2015-11-04 02:48:28,JCOI1C010,,,1.569
JCOI1A010,ANY,03 32 26.779,-27 51 48.59,4,2015-11-02 10:45:15,2015-11-02 12:54:56,4013.000,ACS   ,WFC,G800L;CLEAR2L,7471.380,13779,2015-11-02 16:46:16,JCOI1A010,,,1.570
JCQ7EAYIQ,BIAS,03 32 22.186,-27 50 52.47,0,2015-01-30 13:13:30,2015-01-30 13:13:21,0.000,ACS   ,WFC,F502N;F660N,0.000,13952,2015-01-30 18:09:19,JCQ7EAYIQ,,,1.571
JCOI1D010,ANY,03 32 26.792,-27 51 48.70,4,2015-11-11 12:43:10,2015-11-11 14:51:50,4013.000,ACS   ,WFC,G800L;CLEAR2L,7471.380,13779,2015-11-11 17:04:39,JCOI1D010,,,1.572
U8LP9Z01M,GOODS,03 32 26.705,-27 51 45.72,3,2003-09-09 18:18:15,2003-09-09 18:34:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-10 00:23:53,U8LP9Z01M,,,1.573
U8LP9Z02M,GOODS,03 32 26.705,-27 51 45.72,3,2003-09-09 18:37:15,2003-09-09 18:45:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-10 00:25:33,U8LP9Z02M,,,1.573
JCQ7E9XMQ,DARK,03 32 22.112,-27 50 51.77,0,2015-01-30 04:47:56,2015-01-30 04:47:58,0.508,ACS   ,WFC,F502N;F660N,0.000,13952,2015-01-30 08:02:37,JCQ7E9XMQ,,,1.577
JCQ7E9XNQ,DARK,03 32 22.112,-27 50 51.77,0,2015-01-30 04:50:27,2015-01-30 05:07:09,1000.500,ACS   ,WFC,F502N;F660N,0.000,13952,2015-01-30 08:03:22,JCQ7E9XNQ,,,1.577
ICN613030,UVLF-SOUTH-4,03 32 22.413,-27 50 52.68,3,2015-11-06 11:48:28,2015-11-06 17:18:32,10868.000,WFC3  ,UVIS-CENTER,F275W,2707.200,13872,2015-11-06 21:16:51,ICN613030,,,1.582
ICN615030,UVLF-SOUTH-4,03 32 22.413,-27 50 52.68,3,2015-11-13 20:25:32,2015-11-14 01:51:44,10868.000,WFC3  ,UVIS-CENTER,F336W,3354.850,13872,2015-11-14 03:08:21,ICN615030,,,1.582
N629Z1010,POST-SAA-DARK,03 32 13.440,-27 52 57.74,0,2006-06-29 17:15:31,2006-06-29 17:24:05,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8793,2006-06-30 16:56:15,N629Z1010,,,1.595
IBEV8V020,GOODS-SD5-V8V,03 32 18.444,-27 50 49.55,77,2011-09-12 16:37:08,2011-09-12 17:14:36,1005.868,WFC3  ,IR-FIX,F125W,12486.060,12062,2011-09-12 20:55:47,IBEV8V020,,42,1.600
O8JL9MEZQ,DARK,03 32 24.952,-27 51 10.81,0,2003-09-04 01:26:49,2003-09-04 01:45:09,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 07:37:38,O8JL9MEZQ,,,1.600
O8JL9MF0Q,DARK,03 32 24.952,-27 51 10.81,0,2003-09-04 01:45:53,2003-09-04 01:46:53,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 07:37:38,O8JL9MF0Q,,,1.600
O8JL9MF1Q,DARK,03 32 24.952,-27 51 10.81,0,2003-09-04 01:47:37,2003-09-04 01:48:37,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 07:37:38,O8JL9MF1Q,,,1.600
U8H08J01M,DARK,03 32 24.952,-27 51 10.81,0,2003-09-04 01:38:15,2003-09-04 01:54:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,9595,2003-09-04 07:40:38,U8H08J01M,,,1.600
U8H08L01M,DARK,03 32 24.952,-27 51 10.81,0,2003-09-04 01:16:15,2003-09-04 01:32:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,9595,2003-09-04 07:38:33,U8H08L01M,,,1.600
U8ITZL01M,GOODS,03 32 24.952,-27 51 10.81,6,2003-09-04 00:39:15,2003-09-04 00:55:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-04 05:34:08,U8ITZL01M,,,1.600
U8ITZL02M,GOODS,03 32 24.952,-27 51 10.81,6,2003-09-04 00:58:15,2003-09-04 01:09:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-04 05:35:17,U8ITZL02M,,,1.600
ICN614YAQ,UVLF-SOUTH-4,03 32 22.467,-27 50 51.71,3,2015-01-30 11:34:08,2015-01-30 12:20:13,2765.000,WFC3  ,UVIS-CENTER,F275W,2704.000,13872,2015-01-30 14:16:35,ICN614YAQ,,2,1.602
U8LP9B01M,GOODS,03 32 26.695,-27 51 41.10,3,2003-09-05 21:27:15,2003-09-05 21:43:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-06 00:18:43,U8LP9B01M,,,1.603
IBEV8VEJQ,GOODS-SD5-V8V,03 32 18.407,-27 50 49.40,77,2011-09-12 17:16:38,2011-09-12 17:23:52,434.000,WFC3  ,UVIS-CENTER,F350LP,5859.400,12062,2011-09-12 20:55:15,IBEV8VEJQ,,,1.604
ICN614040,UVLF-SOUTH-4,03 32 22.393,-27 50 51.01,3,2015-01-30 05:23:37,2015-01-30 10:44:41,10868.000,WFC3  ,UVIS-CENTER,F275W,2707.200,13872,2015-01-30 14:34:38,ICN614040,,,1.608
ICN616030,UVLF-SOUTH-4,03 32 22.393,-27 50 51.01,3,2015-01-31 05:16:12,2015-01-31 10:37:54,10868.000,WFC3  ,UVIS-CENTER,F336W,3354.850,13872,2015-01-31 15:09:40,ICN616030,,,1.608
IBEV8VECQ,GOODS-SD5-V8V,03 32 18.385,-27 50 49.20,77,2011-09-12 16:55:58,2011-09-12 17:05:11,552.937,WFC3  ,IR-FIX,F160W,15369.176,12062,2011-09-12 20:54:41,IBEV8VECQ,,42,1.609
IBEV8VE8Q,GOODS-SD5-V8V,03 32 18.448,-27 50 48.95,77,2011-09-12 16:46:33,2011-09-12 16:54:56,502.934,WFC3  ,IR-FIX,F160W,15369.176,12062,2011-09-12 20:53:32,IBEV8VE8Q,,48,1.609
N96031JJQ,WFPCUDF1-2,03 32 23.983,-27 51 00.33,11,2005-03-01 11:32:28,2005-03-01 11:43:08,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 22:25:27,N96031JJQ,,,1.613
N96031JLQ,WFPCUDF1-2,03 32 23.983,-27 51 00.33,11,2005-03-01 11:43:30,2005-03-01 11:54:10,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 22:25:35,N96031JLQ,,,1.613
U8LPA601M,GOODS,03 32 22.399,-27 50 50.55,3,2003-09-10 19:55:15,2003-09-10 20:11:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 10:01:11,U8LPA601M,,,1.615
U8LPA602M,GOODS,03 32 22.399,-27 50 50.55,3,2003-09-10 20:14:15,2003-09-10 20:25:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 10:02:22,U8LPA602M,,,1.615
U8LPAR01M,GOODS,03 32 22.399,-27 50 50.55,3,2003-09-10 19:45:15,2003-09-10 19:49:35,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 07:00:18,U8LPAR01M,,,1.615
N629Z2010,POST-SAA-DARK,03 32 13.236,-27 52 54.40,0,2006-06-29 18:57:48,2006-06-29 19:06:22,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8793,2006-06-30 16:58:17,N629Z2010,,,1.618
N62BNS010,POST-SAA-DARK,03 32 23.997,-27 53 46.26,0,2008-06-25 23:47:36,2008-06-25 23:56:09,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2008-06-26 05:39:15,N62BNS010,,,1.629
N62BNU010,POST-SAA-DARK,03 32 23.997,-27 53 46.26,0,2008-06-26 03:00:06,2008-06-26 03:08:39,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2008-06-26 05:45:21,N62BNU010,,,1.629
J8JEKASUQ,DARK,03 32 21.580,-27 50 46.72,0,2003-09-09 14:21:39,2003-09-09 14:38:20,1000.000,ACS   ,WFC,F502N;F660N,0.000,9675,2003-09-09 22:56:40,J8JEKASUQ,,,1.632
J8JEKASVQ,DARK,03 32 21.580,-27 50 46.72,0,2003-09-09 14:21:42,2003-09-09 14:37:36,953.000,ACS   ,HRC,F775W;F330W,0.000,9675,2003-09-09 22:54:07,J8JEKASVQ,,,1.632
U8LP9X01M,GOODS,03 32 21.580,-27 50 46.72,3,2003-09-09 15:07:15,2003-09-09 15:23:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 22:48:17,U8LP9X01M,,,1.632
U8LP9X02M,GOODS,03 32 21.580,-27 50 46.72,3,2003-09-09 15:26:15,2003-09-09 15:37:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 22:49:00,U8LP9X02M,,,1.632
U8LPAO01M,GOODS,03 32 21.580,-27 50 46.72,3,2003-09-09 14:56:15,2003-09-09 15:00:35,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 22:46:02,U8LPAO01M,,,1.632
U8LKX901M,ANY,03 32 26.685,-27 51 36.48,2,2003-09-01 22:54:15,2003-09-01 23:02:35,500.000,WFPC2 ,WFALL,F606W,5997.000,9710,2004-09-02 02:15:37,U8LKX901M,,,1.636
U8LKX902M,ANY,03 32 26.685,-27 51 36.48,2,2003-09-01 23:06:15,2003-09-01 23:32:55,1600.000,WFPC2 ,WFALL,F300W,2987.000,9710,2004-09-02 03:46:28,U8LKX902M,,,1.636
N96031JFQ,WFPCUDF1-2,03 32 24.089,-27 50 58.94,11,2005-03-01 11:10:19,2005-03-01 11:20:59,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 22:23:55,N96031JFQ,,,1.645
N96031JHQ,WFPCUDF1-2,03 32 24.089,-27 50 58.94,11,2005-03-01 11:21:22,2005-03-01 11:32:02,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 22:24:28,N96031JHQ,,,1.645
N62BNQ010,POST-SAA-DARK,03 32 24.487,-27 53 43.27,0,2008-06-25 20:29:19,2008-06-25 20:37:52,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2008-06-26 05:33:21,N62BNQ010,,,1.647
J91H06030,ANY,03 32 26.372,-27 53 19.11,7,2006-07-24 19:21:29,2006-07-24 21:10:27,1520.000,ACS   ,WFC,F606W;CLEAR2L,5920.948,10258,2007-07-25 10:12:41,J91H06030,,10,1.663
N96030ERQ,WFPCUDF1-2,03 32 23.256,-27 50 50.83,11,2005-02-28 16:04:47,2005-02-28 16:15:27,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 01:52:49,N96030ERQ,,,1.679
N96030ETQ,WFPCUDF1-2,03 32 23.256,-27 50 50.83,11,2005-02-28 16:15:50,2005-02-28 16:26:30,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 01:53:22,N96030ETQ,,,1.679
U8UA0301M,EARTH-CALIB,03 32 22.390,-27 50 45.93,0,2003-09-08 17:41:15,2003-09-08 17:41:15,0.300,WFPC2 ,WFALL,F300W,2987.000,10074,2003-09-09 12:45:23,U8UA0301M,,,1.688
U8UA0401M,EARTH-CALIB,03 32 22.390,-27 50 45.93,0,2003-09-08 17:46:15,2003-09-08 17:46:15,0.300,WFPC2 ,WFALL,F300W,2987.000,10074,2003-09-09 12:47:31,U8UA0401M,,,1.688
U8LP9V01M,GOODS,03 32 22.390,-27 50 45.93,3,2003-09-08 16:43:15,2003-09-08 16:59:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 12:43:30,U8LP9V01M,,,1.688
U8LP9V02M,GOODS,03 32 22.390,-27 50 45.93,3,2003-09-08 17:02:15,2003-09-08 17:13:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 12:44:47,U8LP9V02M,,,1.688
U8LPAM01M,GOODS,03 32 22.390,-27 50 45.93,3,2003-09-08 16:32:15,2003-09-08 16:36:35,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 12:42:18,U8LPAM01M,,,1.688
JBEVGE010,GOODS-SD5,03 32 19.466,-27 50 41.80,77,2011-11-04 17:30:21,2011-11-04 18:14:50,1986.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12062,2011-11-04 20:52:59,JBEVGE010,,50,1.690
U8LPAJ01M,GOODS,03 32 27.524,-27 51 54.17,3,2003-09-14 16:40:15,2003-09-14 16:56:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-15 00:04:23,U8LPAJ01M,,,1.696
O8KE5YW4Q,NONE,03 32 27.524,-27 51 54.17,1,2003-09-14 17:31:35,2003-09-14 17:31:36,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-15 00:51:32,,,,1.696
O8KE5YW5Q,NONE,03 32 27.524,-27 51 54.17,1,2003-09-14 17:32:58,2003-09-14 17:32:59,0.900,STIS  ,0.05X31NDA,G430M,5471.000,9620,2003-09-15 00:51:32,,,,1.696
J91H06020,ANY,03 32 26.356,-27 53 23.35,7,2006-07-24 18:50:51,2006-07-24 20:54:39,3034.000,ACS   ,WFC,F850LP;CLEAR2L,9033.189,10258,2007-07-25 09:52:33,J91H06020,,10,1.701
IBEUI4HLQ,GOODS-S205-VI4,03 32 25.346,-27 51 06.95,86,2011-06-18 18:54:22,2011-06-18 19:03:35,552.937,WFC3  ,IR-FIX,F160W,15369.176,12061,2011-06-18 21:24:13,IBEUI4HLQ,,30,1.706
U8ITZF01M,GOODS,03 32 21.570,-27 50 42.10,6,2003-09-05 18:18:15,2003-09-05 18:34:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-05 22:57:41,U8ITZF01M,,,1.707
U8LP9H01M,GOODS,03 32 21.570,-27 50 42.10,3,2003-09-05 18:07:15,2003-09-05 18:11:35,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-05 22:56:18,U8LP9H01M,,,1.707
U8LP9I01M,GOODS,03 32 21.570,-27 50 42.10,3,2003-09-05 18:40:15,2003-09-05 18:48:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-06 00:09:36,U8LP9I01M,,,1.707
IBEUI4HOQ,GOODS-S205-VI4,03 32 25.323,-27 51 06.50,86,2011-06-18 19:05:36,2011-06-18 19:12:50,434.000,WFC3  ,UVIS-IR-FIX,F350LP,5859.400,12061,2011-06-18 21:24:48,IBEUI4HOQ,,,1.709
N96030EUQ,WFPCUDF1-2,03 32 23.362,-27 50 49.44,11,2005-02-28 16:26:56,2005-02-28 16:37:36,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 01:54:26,N96030EUQ,,,1.709
N96030EWQ,WFPCUDF1-2,03 32 23.362,-27 50 49.44,11,2005-02-28 16:37:58,2005-02-28 16:48:38,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 01:55:03,N96030EWQ,,,1.709
IBEUI4020,GOODS-S205-VI4,03 32 25.301,-27 51 05.85,86,2011-06-18 18:35:32,2011-06-18 18:53:20,1005.868,WFC3  ,IR-FIX,F125W,12486.060,12061,2011-06-18 21:25:25,IBEUI4020,,24,1.714
IBEUI4HAQ,GOODS-S205-VI4,03 32 25.344,-27 51 06.06,86,2011-06-18 18:26:07,2011-06-18 18:34:30,502.934,WFC3  ,IR-FIX,F160W,15369.176,12061,2011-06-18 21:21:11,IBEUI4HAQ,,30,1.717
N62BNR010,POST-SAA-DARK,03 32 24.845,-27 53 45.02,0,2008-06-25 22:08:24,2008-06-25 22:16:57,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2008-06-26 05:35:52,N62BNR010,,,1.718
N62BNT010,POST-SAA-DARK,03 32 24.845,-27 53 45.02,0,2008-06-26 01:25:39,2008-06-26 01:34:12,486.718,NICMOS,NIC1-FIX,BLANK,0.000,8795,2008-06-26 05:42:12,N62BNT010,,,1.718
O8JL9ZDNQ,DARK,03 32 27.524,-27 51 49.55,0,2003-09-11 00:28:31,2003-09-11 00:46:51,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-11 14:39:06,O8JL9ZDNQ,,,1.719
O8JLA0DIQ,DARK,03 32 27.524,-27 51 49.55,0,2003-09-10 23:59:57,2003-09-11 00:18:17,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-11 14:38:05,O8JLA0DIQ,,,1.719
O8JLA0DJQ,DARK,03 32 27.524,-27 51 49.55,0,2003-09-11 00:19:01,2003-09-11 00:20:01,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-11 14:38:05,O8JLA0DJQ,,,1.719
O8JLA0DKQ,DARK,03 32 27.524,-27 51 49.55,0,2003-09-11 00:20:45,2003-09-11 00:21:45,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-11 14:38:05,O8JLA0DKQ,,,1.719
U8H09401M,DARK,03 32 27.524,-27 51 49.55,0,2003-09-11 00:02:15,2003-09-11 00:18:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,9595,2003-09-11 14:46:31,U8H09401M,,,1.719
U8LPA801M,GOODS,03 32 27.524,-27 51 49.55,3,2003-09-10 23:06:15,2003-09-10 23:22:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 13:18:09,U8LPA801M,,,1.719
U8LPA802M,GOODS,03 32 27.524,-27 51 49.55,3,2003-09-10 23:25:15,2003-09-10 23:33:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-11 14:45:25,U8LPA802M,,,1.719
N96029EMQ,WFPCUDF1-2,03 32 24.339,-27 50 55.52,11,2005-02-28 14:45:10,2005-02-28 14:55:50,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 01:51:19,N96029EMQ,,,1.723
N96029EOQ,WFPCUDF1-2,03 32 24.339,-27 50 55.52,11,2005-02-28 14:56:12,2005-02-28 15:06:52,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 01:51:55,N96029EOQ,,,1.723
IBLS1MH8Q,DARK,03 32 25.304,-27 51 04.87,0,2011-06-18 18:08:00,2011-06-18 18:15:33,452.936,WFC3  ,IR,BLANK,0.000,12380,2011-06-18 19:33:12,IBLS1MH8Q,,,1.726
JBHJ31010,ANY,03 32 25.979,-27 53 32.01,208,2011-10-24 16:27:38,2011-10-24 18:28:07,480.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12177,2011-10-24 21:49:30,JBHJ31010,,6,1.727
JBHJ31020,ANY,03 32 25.979,-27 53 32.01,208,2011-10-24 16:32:46,2011-10-24 18:47:43,3123.000,ACS   ,WFC,G800L;CLEAR2L,7471.372,12177,2011-10-24 21:53:36,JBHJ31020,,,1.727
IBET3P040,GOODS-S2-V3P,03 32 25.160,-27 51 02.42,435,2011-06-19 18:25:54,2011-06-19 22:20:55,8395.396,WFC3  ,IR-FIX,F105W,10551.047,12060,2011-06-20 00:53:51,IBET3P040,,18,1.737
O8J30ZKLQ,DARK,03 32 27.515,-27 51 44.93,0,2003-09-08 20:48:44,2003-09-08 21:11:44,1380.000,STIS  ,F28X50LP,MIRVIS,0.000,9615,2003-09-09 13:39:51,,,,1.744
U8LPAI01M,GOODS,03 32 27.515,-27 51 44.93,3,2003-09-08 19:51:15,2003-09-08 20:07:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 13:24:06,U8LPAI01M,,,1.744
U8LPAN01M,GOODS,03 32 27.515,-27 51 44.93,3,2003-09-08 20:13:15,2003-09-08 20:21:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-09 14:02:50,U8LPAN01M,,,1.744
IBEU7BSYQ,GOODS-SD2-V7B,03 32 25.352,-27 51 03.88,86,2010-11-27 08:50:58,2010-11-27 08:59:20,502.934,WFC3  ,IR-FIX,F160W,15369.176,12061,2010-11-27 13:09:43,IBEU7BSYQ,,31,1.745
IBEV8DEYQ,GOODS-SD2-V8D,03 32 25.352,-27 51 03.88,77,2011-12-26 16:36:52,2011-12-26 16:45:15,502.934,WFC3  ,IR-FIX,F125W,12486.060,12062,2011-12-27 02:19:02,IBEV8DEYQ,,37,1.745
IBLS1NKVQ,DARK,03 32 25.120,-27 51 01.23,0,2011-06-19 18:07:47,2011-06-19 18:15:20,452.936,WFC3  ,IR,BLANK,0.000,12380,2011-06-19 19:44:31,IBLS1NKVQ,,,1.746
IBEU7B020,GOODS-SD2-V7B,03 32 25.397,-27 51 03.95,86,2010-11-27 09:00:23,2010-11-27 09:18:10,1005.868,WFC3  ,IR-FIX,F125W,12486.060,12061,2010-11-27 16:55:19,IBEU7B020,,25,1.751
IBEV8D020,GOODS-SD2-V8D,03 32 25.397,-27 51 03.95,77,2011-12-26 16:46:17,2011-12-26 17:04:05,1005.868,WFC3  ,IR-FIX,F160W,15369.176,12062,2011-12-27 02:20:28,IBEV8D020,,32,1.751
IBEV8DFCQ,GOODS-SD2-V8D,03 32 25.363,-27 51 03.39,77,2011-12-26 17:15:18,2011-12-26 17:22:32,434.000,WFC3  ,UVIS-CENTER,F350LP,5859.400,12062,2011-12-27 02:21:03,IBEV8DFCQ,,,1.753
IBEU7BTCQ,GOODS-SD2-V7B,03 32 25.363,-27 51 03.39,86,2010-11-27 10:28:20,2010-11-27 10:35:34,434.000,WFC3  ,UVIS-IR-FIX,F350LP,5859.400,12061,2010-11-27 17:01:48,IBEU7BTCQ,,,1.753
IBEU7BT9Q,GOODS-SD2-V7B,03 32 25.333,-27 51 03.04,86,2010-11-27 10:18:46,2010-11-27 10:26:18,452.936,WFC3  ,IR-FIX,F160W,15369.176,12061,2010-11-27 16:47:24,IBEU7BT9Q,,31,1.753
IBEV8DF9Q,GOODS-SD2-V8D,03 32 25.333,-27 51 03.04,77,2011-12-26 17:05:07,2011-12-26 17:13:30,502.936,WFC3  ,IR-FIX,F125W,12486.060,12062,2011-12-27 02:19:50,IBEV8DF9Q,,37,1.753
